,Date,Value
1142,2021-07-05,62.2
1144,2021-07-06,67.3
1145,2021-07-07,63.97
1143,2021-07-08,63.62
1141,2021-07-09,60.47
1140,2021-07-10,57.9
1139,2021-07-11,56.92
1137,2021-07-12,61.27
1138,2021-07-13,58.92
1136,2021-07-14,56.63
1135,2021-07-15,57.3
1134,2021-07-16,54.94
1132,2021-07-17,47.57
1133,2021-07-18,47.37
1130,2021-07-19,53.14
1131,2021-07-20,53.47
1129,2021-07-21,53.3
770,2021-07-22,53.04
768,2021-07-23,51.28
769,2021-07-24,47.89
767,2021-07-25,49.94
766,2021-07-26,52.58
765,2021-07-27,53.34
764,2021-07-28,55.79
763,2021-07-29,57.24
762,2021-07-30,60.13
761,2021-07-31,55.78
759,2021-08-01,55.29
760,2021-08-02,60.31
758,2021-08-03,57.0
757,2021-08-04,55.25
756,2021-08-05,55.71
755,2021-08-06,56.91
754,2021-08-07,56.1
753,2021-08-08,57.06
752,2021-08-09,61.91
751,2021-08-10,59.74
750,2021-08-11,59.74
749,2021-08-12,58.3
748,2021-08-13,57.54
747,2021-08-14,52.87
746,2021-08-15,53.95
745,2021-08-16,63.32
743,2021-08-17,65.05
744,2021-08-18,63.71
742,2021-08-19,64.55
741,2021-08-20,60.16
739,2021-08-21,56.86
740,2021-08-22,55.29
738,2021-08-23,60.68
736,2021-08-24,60.12
737,2021-08-25,59.85
735,2021-08-26,61.19
733,2021-08-27,63.16
734,2021-08-28,55.66
732,2021-08-29,58.51
725,2021-08-30,66.83
724,2021-08-31,74.94
731,2021-09-01,74.71
723,2021-09-02,73.23
722,2021-09-03,71.38
912,2021-09-04,62.81
721,2021-09-05,56.97
720,2021-09-06,59.18
719,2021-09-07,56.86
707,2021-09-08,56.98
706,2021-09-09,60.89
705,2021-09-10,58.3
704,2021-09-11,51.66
703,2021-09-12,58.16
702,2021-09-13,66.0
701,2021-09-14,72.61
730,2021-09-15,67.5
729,2021-09-16,63.0
726,2021-09-17,61.54
700,2021-09-18,55.98
699,2021-09-19,59.03
696,2021-09-20,67.71
728,2021-09-21,67.86
727,2021-09-22,68.37
698,2021-09-23,68.45
697,2021-09-24,63.56
693,2021-09-25,59.43
695,2021-09-26,56.13
694,2021-09-27,70.37
692,2021-09-28,88.65
690,2021-09-29,96.83
691,2021-09-30,105.94
689,2021-10-01,93.6
687,2021-10-02,111.1
688,2021-10-03,102.48
686,2021-10-04,107.92
685,2021-10-05,117.26
684,2021-10-06,110.38
682,2021-10-07,91.44
683,2021-10-08,83.47
681,2021-10-09,81.5
680,2021-10-10,87.82
679,2021-10-11,107.57
677,2021-10-12,113.76
678,2021-10-13,109.86
676,2021-10-14,105.73
675,2021-10-15,114.35
674,2021-10-16,111.37
672,2021-10-17,101.93
673,2021-10-18,107.11
671,2021-10-19,88.25
670,2021-10-20,101.96
668,2021-10-21,136.72
669,2021-10-22,141.34
667,2021-10-23,126.01
666,2021-10-24,114.82
664,2021-10-25,120.69
665,2021-10-26,119.55
663,2021-10-27,104.19
662,2021-10-28,106.87
661,2021-10-29,114.42
659,2021-10-30,123.23
660,2021-10-31,135.1
658,2021-11-01,155.64
657,2021-11-02,168.62
656,2021-11-03,181.18
655,2021-11-04,188.22
654,2021-11-05,187.48
653,2021-11-06,147.41
652,2021-11-07,151.4
651,2021-11-08,164.94
649,2021-11-09,135.0
650,2021-11-10,141.4
648,2021-11-11,139.92
647,2021-11-12,140.42
646,2021-11-13,133.24
645,2021-11-14,137.65
644,2021-11-15,156.34
643,2021-11-16,158.79
642,2021-11-17,162.22
641,2021-11-18,151.8
640,2021-11-19,140.41
639,2021-11-20,142.11
633,2021-11-21,178.82
637,2021-11-22,206.51
638,2021-11-23,204.06
636,2021-11-24,203.03
635,2021-11-25,215.21
632,2021-11-26,220.7
634,2021-11-27,242.02
631,2021-11-28,247.98
630,2021-11-29,258.87
629,2021-11-30,195.85
628,2021-12-01,209.94
627,2021-12-02,245.66
626,2021-12-03,219.0
625,2021-12-04,206.94
624,2021-12-05,216.6
623,2021-12-06,238.86
622,2021-12-07,241.93
621,2021-12-08,233.0
619,2021-12-09,222.1
620,2021-12-10,227.07
618,2021-12-11,205.67
617,2021-12-12,159.91
616,2021-12-13,177.71
615,2021-12-14,174.39
614,2021-12-15,168.5
613,2021-12-16,176.52
612,2021-12-17,193.25
611,2021-12-18,192.58
610,2021-12-19,206.76
609,2021-12-20,218.93
608,2021-12-21,231.17
607,2021-12-22,244.6
605,2021-12-23,199.88
606,2021-12-24,179.51
604,2021-12-25,182.78
603,2021-12-26,181.39
602,2021-12-27,174.37
600,2021-12-28,169.15
599,2021-12-29,162.38
601,2021-12-30,136.68
597,2021-12-31,126.96
598,2022-01-01,120.93
596,2022-01-02,144.96
594,2022-01-03,171.91
595,2022-01-04,224.58
592,2022-01-05,245.17
593,2022-01-06,255.88
591,2022-01-07,247.89
589,2022-01-08,215.9
590,2022-01-09,214.61
587,2022-01-10,217.1
588,2022-01-11,201.39
586,2022-01-12,221.11
585,2022-01-13,226.55
584,2022-01-14,233.14
583,2022-01-15,228.51
582,2022-01-16,207.19
581,2022-01-17,228.54
577,2022-01-18,240.37
576,2022-01-19,221.24
575,2022-01-20,246.95
573,2022-01-21,247.47
574,2022-01-22,214.8
572,2022-01-23,212.25
571,2022-01-24,238.83
570,2022-01-25,249.98
569,2022-01-26,221.37
567,2022-01-27,203.09
568,2022-01-28,208.24
566,2022-01-29,174.71
565,2022-01-30,198.31
564,2022-01-31,215.58
563,2022-02-01,183.52
562,2022-02-02,176.09
561,2022-02-03,178.41
560,2022-02-04,204.14
553,2022-02-05,201.2
559,2022-02-06,196.35
558,2022-02-07,208.77
557,2022-02-08,177.21
554,2022-02-09,181.08
555,2022-02-10,207.34
556,2022-02-11,217.1
548,2022-02-12,200.37
552,2022-02-13,186.74
550,2022-02-14,200.29
551,2022-02-15,203.8
549,2022-02-16,175.89
711,2022-02-17,188.9
718,2022-02-18,212.17
713,2022-02-19,215.27
716,2022-02-20,194.43
717,2022-02-21,209.42
715,2022-02-22,188.46
714,2022-02-23,195.36
712,2022-02-24,213.3
710,2022-02-25,198.99
709,2022-02-26,184.2
708,2022-02-27,179.49
547,2022-02-28,189.81
546,2022-03-01,192.38
545,2022-03-02,201.57
544,2022-03-03,186.37
543,2022-03-04,189.04
541,2022-03-05,192.42
542,2022-03-06,194.68
539,2022-03-07,211.68
540,2022-03-08,196.52
538,2022-03-09,171.04
537,2022-03-10,151.27
536,2022-03-11,157.43
535,2022-03-12,145.1
534,2022-03-13,150.87
533,2022-03-14,159.63
524,2022-03-15,154.15
532,2022-03-16,170.35
530,2022-03-17,163.83
531,2022-03-18,142.02
529,2022-03-19,133.08
528,2022-03-20,148.55
527,2022-03-21,159.61
525,2022-03-22,126.18
526,2022-03-23,118.5
523,2022-03-24,117.75
150,2022-03-25,112.85
522,2022-03-26,98.63
521,2022-03-27,111.67
520,2022-03-28,121.68
519,2022-03-29,141.28
518,2022-03-30,171.29
517,2022-03-31,200.44
516,2022-04-01,193.85
515,2022-04-02,173.03
514,2022-04-03,167.98
513,2022-04-04,158.98
512,2022-04-05,139.06
511,2022-04-06,141.69
510,2022-04-07,160.42
509,2022-04-08,160.98
508,2022-04-09,150.18
507,2022-04-10,137.81
506,2022-04-11,131.16
505,2022-04-12,122.88
504,2022-04-13,109.16
503,2022-04-14,100.87
501,2022-04-15,86.54
502,2022-04-16,77.45
499,2022-04-17,76.46
500,2022-04-18,88.43
498,2022-04-19,102.17
497,2022-04-20,96.81
496,2022-04-21,94.54
495,2022-04-22,98.69
494,2022-04-23,94.34
493,2022-04-24,92.25
492,2022-04-25,113.34
491,2022-04-26,112.41
490,2022-04-27,126.38
489,2022-04-28,129.81
488,2022-04-29,117.13
481,2022-04-30,94.71
487,2022-05-01,97.23
486,2022-05-02,99.28
485,2022-05-03,104.01
484,2022-05-04,97.56
483,2022-05-05,86.95
482,2022-05-06,83.01
480,2022-05-07,76.68
479,2022-05-08,74.11
478,2022-05-09,77.04
476,2022-05-10,74.72
477,2022-05-11,83.26
475,2022-05-12,85.15
474,2022-05-13,80.91
467,2022-05-14,66.32
472,2022-05-15,66.4
471,2022-05-16,74.93
470,2022-05-17,65.7
473,2022-05-18,65.07
469,2022-05-19,66.36
468,2022-05-20,69.48
464,2022-05-21,64.97
466,2022-05-22,60.74
463,2022-05-23,71.32
465,2022-05-24,73.21
461,2022-05-25,76.17
462,2022-05-26,74.42
460,2022-05-27,72.39
459,2022-05-28,67.2
458,2022-05-29,74.8
457,2022-05-30,87.19
456,2022-05-31,85.0
455,2022-06-01,76.27
449,2022-06-02,64.87
454,2022-06-03,60.72
453,2022-06-04,62.63
452,2022-06-05,77.02
451,2022-06-06,78.27
450,2022-06-07,67.58
448,2022-06-08,65.28
447,2022-06-09,64.22
446,2022-06-10,58.16
444,2022-06-11,55.5
445,2022-06-12,58.91
443,2022-06-13,64.94
442,2022-06-14,61.5
441,2022-06-15,57.66
439,2022-06-16,54.15
440,2022-06-17,52.03
438,2022-06-18,52.65
436,2022-06-19,57.24
437,2022-06-20,58.72
435,2022-06-21,58.79
433,2022-06-22,55.44
434,2022-06-23,55.7
432,2022-06-24,55.27
431,2022-06-25,50.94
430,2022-06-26,51.78
429,2022-06-27,60.79
424,2022-06-28,60.59
428,2022-06-29,65.12
426,2022-06-30,67.32
427,2022-07-01,63.32
425,2022-07-02,54.78
420,2022-07-03,54.64
422,2022-07-04,58.77
423,2022-07-05,62.61
421,2022-07-06,59.65
419,2022-07-07,60.38
413,2022-07-08,57.51
418,2022-07-09,50.45
417,2022-07-10,50.12
416,2022-07-11,56.12
414,2022-07-12,57.34
415,2022-07-13,55.71
412,2022-07-14,54.75
411,2022-07-15,52.77
410,2022-07-16,47.01
409,2022-07-17,45.39
408,2022-07-18,50.11
407,2022-07-19,49.77
406,2022-07-20,49.77
405,2022-07-21,53.62
404,2022-07-22,55.49
403,2022-07-23,48.14
401,2022-07-24,46.52
402,2022-07-25,52.18
400,2022-07-26,58.31
399,2022-07-27,53.96
398,2022-07-28,55.11
397,2022-07-29,55.02
396,2022-07-30,49.34
395,2022-07-31,47.27
394,2022-08-01,50.11
393,2022-08-02,48.51
392,2022-08-03,51.67
391,2022-08-04,52.54
390,2022-08-05,52.4
389,2022-08-06,48.07
388,2022-08-07,47.44
387,2022-08-08,52.17
386,2022-08-09,51.02
385,2022-08-10,50.98
384,2022-08-11,51.53
382,2022-08-12,47.07
383,2022-08-13,42.57
381,2022-08-14,43.4
380,2022-08-15,50.36
379,2022-08-16,53.88
350,2022-08-17,56.9
349,2022-08-18,51.87
347,2022-08-19,51.76
580,2022-08-20,44.41
579,2022-08-21,47.85
578,2022-08-22,52.64
346,2022-08-23,55.7
345,2022-08-24,55.3
344,2022-08-25,59.03
343,2022-08-26,57.69
342,2022-08-27,49.67
341,2022-08-28,48.31
339,2022-08-29,51.64
340,2022-08-30,54.48
366,2022-08-31,55.49
364,2022-09-01,57.78
337,2022-09-02,55.74
369,2022-09-03,50.13
244,2022-09-04,51.07
338,2022-09-05,54.97
335,2022-09-06,55.71
336,2022-09-07,56.79
333,2022-09-08,58.76
334,2022-09-09,55.81
332,2022-09-10,52.47
331,2022-09-11,51.94
328,2022-09-12,55.56
365,2022-09-13,59.11
330,2022-09-14,62.33
329,2022-09-15,61.48
368,2022-09-16,64.8
367,2022-09-17,64.15
326,2022-09-18,62.86
327,2022-09-19,65.5
322,2022-09-20,69.33
325,2022-09-21,66.59
324,2022-09-22,70.95
321,2022-09-23,70.11
323,2022-09-24,67.96
320,2022-09-25,74.77
319,2022-09-26,81.86
318,2022-09-27,96.85
317,2022-09-28,99.66
315,2022-09-29,94.74
313,2022-09-30,99.76
316,2022-10-01,75.49
311,2022-10-02,75.68
314,2022-10-03,87.07
363,2022-10-04,78.32
305,2022-10-05,84.06
312,2022-10-06,87.76
310,2022-10-07,86.23
309,2022-10-08,83.93
308,2022-10-09,87.41
307,2022-10-10,94.78
306,2022-10-11,106.1
300,2022-10-12,104.75
304,2022-10-13,95.76
302,2022-10-14,96.74
303,2022-10-15,90.44
301,2022-10-16,91.06
299,2022-10-17,87.11
298,2022-10-18,97.88
297,2022-10-19,96.62
295,2022-10-20,97.11
296,2022-10-21,92.82
294,2022-10-22,78.5
293,2022-10-23,79.61
292,2022-10-24,88.25
289,2022-10-25,90.47
284,2022-10-26,82.68
291,2022-10-27,83.41
285,2022-10-28,80.53
290,2022-10-29,81.43
288,2022-10-30,85.46
287,2022-10-31,94.2
286,2022-11-01,106.63
283,2022-11-02,123.08
281,2022-11-03,123.7
361,2022-11-04,133.14
245,2022-11-05,124.3
282,2022-11-06,120.71
280,2022-11-07,121.48
278,2022-11-08,119.99
279,2022-11-09,121.92
276,2022-11-10,116.09
273,2022-11-11,101.05
277,2022-11-12,99.48
274,2022-11-13,105.03
269,2022-11-14,118.43
268,2022-11-15,130.49
275,2022-11-16,142.85
272,2022-11-17,145.5
271,2022-11-18,144.32
270,2022-11-19,141.39
265,2022-11-20,148.64
267,2022-11-21,181.31
266,2022-11-22,173.62
263,2022-11-23,165.53
264,2022-11-24,167.54
258,2022-11-25,155.3
262,2022-11-26,141.38
261,2022-11-27,134.71
260,2022-11-28,166.36
259,2022-11-29,186.61
257,2022-11-30,186.31
256,2022-12-01,186.82
255,2022-12-02,185.2
251,2022-12-03,178.25
249,2022-12-04,186.33
254,2022-12-05,193.73
253,2022-12-06,204.69
252,2022-12-07,223.21
248,2022-12-08,240.85
362,2022-12-09,246.89
250,2022-12-10,233.76
247,2022-12-11,240.35
246,2022-12-12,263.45
370,2022-12-13,268.16
243,2022-12-14,274.22
241,2022-12-15,279.81
240,2022-12-16,271.54
236,2022-12-17,242.4
238,2022-12-18,224.86
242,2022-12-19,162.81
239,2022-12-20,161.2
237,2022-12-21,173.14
234,2022-12-22,170.78
235,2022-12-23,159.66
233,2022-12-24,147.89
232,2022-12-25,134.36
231,2022-12-26,166.21
230,2022-12-27,175.98
229,2022-12-28,158.48
228,2022-12-29,165.99
227,2022-12-30,159.6
226,2022-12-31,144.73
225,2023-01-01,142.54
224,2023-01-02,174.03
223,2023-01-03,179.39
221,2023-01-04,149.74
222,2023-01-05,150.87
220,2023-01-06,157.35
219,2023-01-07,144.76
216,2023-01-08,167.43
375,2023-01-09,187.92
217,2023-01-10,180.0
218,2023-01-11,177.56
378,2023-01-12,171.01
376,2023-01-13,179.42
377,2023-01-14,170.71
374,2023-01-15,188.4
373,2023-01-16,223.37
371,2023-01-17,249.56
372,2023-01-18,241.37
360,2023-01-19,241.46
210,2023-01-20,230.53
215,2023-01-21,228.53
214,2023-01-22,231.73
209,2023-01-23,233.65
213,2023-01-24,222.27
212,2023-01-25,216.19
211,2023-01-26,209.03
207,2023-01-27,207.61
204,2023-01-28,191.45
208,2023-01-29,180.88
200,2023-01-30,185.45
203,2023-01-31,185.12
1538,,1256.0
2093,,5653.0
